,movie_id,mpaa
3352,3921362,Rated PG for language and some thematic elements
3353,3921707,Rated R for sexual references throughout
3354,3921782,"Rated R for disturbing violence and behavior, some sexuality and language"
3355,3921930,"Rated R for some disturbing violent images, language and sexual material"
3356,3921988,"Rated R for sexual content, language and brief drug use - all involving teens"
3357,3922236,Rated R for sexual content and language
3358,3922376,"Rated R for crude sexual content, pervasive language, drug material and brief graphic nudity. (extended cut 2013)"
3359,3923552,Rated R for language and some sexual material
3360,3924013,"Rated PG-13 for thematic elements including some disturbing images, and brief sexuality"
3361,3924074,"Rated R for sexual content, some graphic nudity, language and brief drug use"
3362,3924106,"Rated R for strong sexuality, graphic nudity, a rape and language (edited)"
3363,3924259,Rated R for violence and language
3364,3924974,"Rated R for strong horror violence, gruesome images and language"
3365,3925409,Rated R for disturbing violent content and some language
3366,3925544,"Rated R for a sex scene, brief nudity and violence"
3367,3926357,Rated R for sexual content and language
3368,3926916,"Rated R for sexual material, some language and excessive drinking"
3369,3927469,"Rated R for violence, some disturbing sexual content, and language"
3370,3927495,Rated R for some language
3371,3927905,"Rated PG-13 for crude and sexual content, thematic elements and language"
3372,3927954,Rated PG-13 for some thematic elements and language
3373,3927960,"Rated R for bloody violent content, some sexual material and language"
3374,3928567,Rated R for sexual content and language
3375,3928839,"Rated R for drug abuse, language throughout, some violence and sexual content"
3376,3929367,"Rated PG-13 for some sexual content, language and brief drug material"
3377,3930123,"Rated PG-13 for violence, sexuality/partial nudity, thematic elements, some disturbing images, and language"
3378,3930255,"Rated PG for thematic material, a scene of violence, and brief smoking"
3379,3931088,"N: Rated PG-13 for thematic issues involving drinking and teen sexuality, and for brief language and an accident scene"
3380,3931410,"Rated PG-13 for disturbing and violent material, some partial nudity and thematic content"
3381,3931663,"Rated R for language, some violent images, drug use and brief graphic nudity"
3382,3932107,Rated R for language
3383,3932160,Rated R for strong language including some sexual references
3384,3932282,"Rated R for pervasive language, some sexual content, drug use and violent war images"
3385,3932588,"Rated R for sexual content/nudity, language and some drug use"
3386,3932944,"Rated PG-13 for prolonged sequences of action and violence including intense gunfire and explosions, some language and a brief sexual image."
3387,3933110,Rated PG for some language and mild thematic elements
3388,3933352,"Rated R for violence, terror, and language including some sexual references"
3389,3933417,"Rated R for crude and sexual content throughout, brief nudity, pervasive language and some drug use"
3390,3933685,Rated R for language and some crime scene images
3391,3933939,Rated PG for language including a brief drug reference
3392,3934893,Rated R for language
3393,3935553,"Rated R for language throughout, and drug content"
3394,3935664,Rated PG for mild thematic elements and language.
3395,3936429,Rated R for language and some disturbing content
3396,3936705,"Rated R for sexual content, nudity, drug use, and language"
3397,3936873,"Rated R for strong violence, language and some sexuality/nudity"
3398,3937050,Rated PG for some language
3399,3937066,Rated R for some violent images and language
3400,3937163,Rated PG-13 for sexual content
3401,3937496,"Rated R for some language, nudity and violent images"
3402,3937613,Rated PG-13 for thematic material and violent images
3403,3938507,Rated R for language throughout and some sexuality
3404,3938623,Rated R for language
3405,3938755,Rated R for bloody violence and gore and language throughout.
3406,3939179,"Rated R for crude sexual content, drug use and language"
3407,3939326,Rated PG for action and some mild crude humor
3408,3939518,Rated R for some violence and language
3409,3940007,Rated PG-13 for violence and some sensuality
3410,3940556,Rated PG for some mild thematic elements
3411,3940562,Rated R for language and some sexual content
3412,3940607,"Rated R for language, some drug content, brief sexuality and violence"
3413,3941621,Rated R for sexual content and some language
3414,3942161,Rated PG-13 for martial arts violence
3415,3942198,"Rated PG-13 for martial arts action violence, some bloody images and brief suggestive humor"
3416,3942522,Rated R for language and some bloody images
3417,3942718,"Rated R for bloody violence throughout, and some sexuality"
3418,3942728,"Rated R for violence, terror and some language"
3419,3942821,Rated PG-13 for some thematic elements and brief strong language.
3420,3942905,"Rated PG-13 for mature thematic material, violence, sexuality, drug and alcohol content, and language"
3421,3943603,Rated PG for thematic elements and language
3422,3944079,Rated PG for thematic elements including some racial tension/violence
3423,3944371,"Rated PG-13 for sexual material including nude sketches, language and some mature thematic material"
3424,3945119,"Rated R for violence and gore, a rape, language, some sexual content and brief nudity"
3425,3945323,"Rated PG-13 for intense frightening zombie sequences, violence and disturbing images"
3426,3945624,Rated PG for some mild peril and rude humor
3427,3946137,Rated PG-13 for intense sequences of fantasy violence and action
3428,3946182,Rated PG for some rude humor and mild action/violence
3429,3946855,"Rated R for strong horror violence and gore, language, sexuality and brief drug use"
3430,3946860,"Rated R for strong horror violence and gore, sexuality/nudity, language and some drug use"
3431,3947150,Rated R for violence
3432,3948180,"N: Rated PG-13 for some strong language, a sexual reference, drug material and disturbing images"
3433,3948241,"Rated PG-13 for sequences of violence, action and destruction, brief strong language and some suggestive images"
3434,3948245,"Rated PG- 13 for sequences of intense sci-fi violence and action, some suggestive material, nudity and language"
3435,3948363,"Rated PG-13 for intense sequences of action and violence, some sexual content including brief partial nudity and language"
3436,3948682,"Rated PG for action/peril, scary images, thematic elements and some rude humor"
3437,3948685,"Rated PG-13 for fantasy violence including bloody images, some sexual content and partial nudity"
3438,3949164,Rated R for war violence
3439,3949296,"Rated PG-13 for mature thematic elements, some disturbing images, brief strong language, and smoking"
3440,3949596,Rated R for strong violent content
3441,3950707,Rated PG for action violence and mild crude humor
3442,3952579,Rated PG for some thematic elements
3443,3952662,Rated R for some violence
3444,3953447,"Rated PG-13 for violence, some smoking, brief drug use and language"
3445,3953884,Rated PG-13 for sequences of martial arts violence and brief strong language
3446,3953887,Rated PG-13 for martial arts violence and some drug material
3447,3954389,"Rated PG-13 for crude humor, sexual references, comic violence, and brief drug material"
3448,3954996,Rated R for some sexual material/nudity and language
3449,3955177,"Rated R for drug use, a disturbing image, sexual content and pervasive language"
3450,3955781,Rated R for language and some sexual material
3451,3955875,"Rated PG-13 for sexual material and references, some rude humor and violence"
3452,3956391,"Rated R for strong bloody violence, language and some sexuality/nudity"
3453,3956396,"Rated R for language, violence including a sexual assault, and some drug use"
